city,source,kind,tags,y0,y1,span_real,segments,v0,v1,ratio,direction,era,city_peak,lat,lon
Turpan,populstat,fade,,1473,1481,7.9,1,60000,15489,3.874,down,1400-1900,232000,42.9513,89.1895
Yamaguchi,populstat,fade,,1550,1558,7.9,1,60000,15489,3.874,down,1400-1900,140000,34.1783,131.4738
Pandua,chandler_modelski,fade,,1400,1408,7.9,1,60000,15489,3.874,down,1400-1900,107000,23.0749,88.2864
Ujjain,populstat,fade,,1542,1550,7.9,1,15489,60000,3.874,up,1400-1900,583000,23.1765,75.7885
Nanning,populstat,fade,,1126,1151,25.0,1,3870,1000,3.871,down,AD1-1400,3290000,22.8167,108.3669
Nanning,populstat,fade,,1076,1101,25.0,1,57999,14983,3.871,down,AD1-1400,3290000,22.8167,108.3669
Fiumicino,populstat,fade,,-100,-50,50.0,1,30000,7779,3.856,down,pre-AD1,80900,41.7735,12.2397
Fiumicino,populstat,fade,,-49,1,50.0,1,7572,1963,3.856,down,AD1-1400,80900,41.7735,12.2397
Wâdî Moosa,populstat,fade,,-100,-50,50.0,1,30000,7779,3.856,down,pre-AD1,30000,30.3216,35.4801
Wâdî Moosa,populstat,fade,,-49,1,50.0,1,7572,1963,3.856,down,AD1-1400,30000,30.3216,35.4801
Gortyn,populstat,fade,,-100,-50,50.0,1,30000,7779,3.856,down,pre-AD1,30000,35.0515,24.873
Gortyn,populstat,fade,,-49,1,50.0,1,7572,1963,3.856,down,AD1-1400,30000,35.0515,24.873
Kuala Lumpur,populstat,seam,,2000,2002,2.0,2,1150000,4422037,3.845,up,1900+,8440000,3.1319,101.6841
Khartoum,populstat,seam,,1993,1995,2.0,2,924999,3547453,3.835,up,1900+,6810000,15.5974,32.5356
Yazd,populstat,fade,,1396,1407,10.7,1,30000,7825,3.834,down,1400-1900,485000,31.8974,54.3569
Bojonegoro,populstat,seam,,2000,2002,2.0,2,1050000,275000,3.818,down,1900+,1050000,-7.1525,111.8869
Qujing,populstat,seam,,1993,1995,2.0,2,885295,232999,3.8,down,1900+,902000,25.49,103.7963
Kano,populstat,seam,,1995,1997,2.0,2,657000,2490613,3.791,up,1900+,4840000,12.0022,8.592
Verâval,populstat,fade,,1000,1025,25.0,1,53999,14286,3.78,down,AD1-1400,239000,20.9159,70.3629
Verâval,populstat,fade,,1050,1075,25.0,1,3779,1000,3.78,down,AD1-1400,239000,20.9159,70.3629
Brussel,devries,step,flat0/75,1925,1927,2.0,1,800999,214203,3.739,down,1900+,1410000,50.8477,4.3572
Indramayu,populstat,seam,,2000,2002,2.0,2,1179999,315999,3.734,down,1900+,1180000,-6.3282,108.3265
Peshâwar Cantonment,populstat,fade,,1845,1853,7.9,1,14309,53300,3.725,up,1400-1900,100000,33.9999,71.5309
Mumbaî,populstat,step,flat226/0,1710,1718,7.9,1,60000,16165,3.712,down,1400-1900,20200000,18.9582,72.8321
Medellín,populstat,step,flat0/207,1845,1853,7.9,2,10085,37199,3.688,up,1400-1900,3350000,6.2476,-75.5658
San Francisco,populstat,seam,,1999,2001,2.0,2,773333,2850000,3.685,up,1900+,3160000,37.7749,-122.4194
Kalinjar,chandler_modelski,fade,,1200,1225,25.0,1,49999,13572,3.684,down,AD1-1400,50000,25.0116,80.473
Luoyang,populstat,fade,,1161,1186,25.0,1,49999,13572,3.684,down,AD1-1400,1850000,34.6181,112.454
Vijayawâda,populstat,fade,,622,647,25.0,1,49999,13572,3.684,down,AD1-1400,1370000,16.5062,80.648
Vijayawâda,populstat,fade,,672,697,25.0,1,3684,1000,3.684,down,AD1-1400,1370000,16.5062,80.648
Kaifeng,populstat,fade,,667,692,25.0,2,1000,3684,3.684,up,AD1-1400,1090000,34.7973,114.3073
Kaifeng,populstat,fade,,717,742,25.0,2,13572,49999,3.684,up,AD1-1400,1090000,34.7973,114.3073
Kayseri,populstat,fade,,1150,1175,25.0,1,49999,13572,3.684,down,AD1-1400,882000,38.7205,35.4826
Kayseri,populstat,fade,,1200,1225,25.0,1,3684,1000,3.684,down,AD1-1400,882000,38.7205,35.4826
Carthage (La Marsa),populstat,fade,,622,647,25.0,1,49999,13572,3.684,down,AD1-1400,500000,36.8891,10.3223
Carthage (La Marsa),populstat,fade,,672,697,25.0,1,3684,1000,3.684,down,AD1-1400,500000,36.8891,10.3223
Kânchipuram,populstat,fade,,1150,1175,25.0,1,49999,13572,3.684,down,AD1-1400,395000,12.8372,79.7042
Kânchipuram,populstat,fade,,1200,1225,25.0,1,3684,1000,3.684,down,AD1-1400,395000,12.8372,79.7042
Leptis Magna (Al Khums),populstat,fade,,361,386,25.0,1,49999,13572,3.684,down,AD1-1400,150000,32.651,14.2679
Leptis Magna (Al Khums),populstat,fade,,411,436,25.0,1,3684,1000,3.684,down,AD1-1400,150000,32.651,14.2679
Tiruchendûr,populstat,fade,,1300,1325,25.0,1,49999,13572,3.684,down,AD1-1400,75300,8.4977,78.1194
Kórinthos,buringh,fade,,400,425,25.0,2,49999,13572,3.684,down,AD1-1400,70000,37.9386,22.9322
Kórinthos,buringh,fade,,450,475,25.0,2,3684,1000,3.684,down,AD1-1400,70000,37.9386,22.9322
Ichinoseki,populstat,fade,,1100,1125,25.0,1,49999,13572,3.684,down,AD1-1400,63500,38.9347,141.1269
Ichinoseki,populstat,fade,,1150,1175,25.0,1,3684,1000,3.684,down,AD1-1400,63500,38.9347,141.1269
Rohri,populstat,fade,,622,647,25.0,1,49999,13572,3.684,down,AD1-1400,50000,27.6687,68.8943
Rohri,populstat,fade,,672,697,25.0,1,3684,1000,3.684,down,AD1-1400,50000,27.6687,68.8943
Polonaruwa,populstat,fade,,1150,1175,25.0,1,49999,13572,3.684,down,AD1-1400,50000,7.9147,81.0001
Polonaruwa,populstat,fade,,1200,1225,25.0,1,3684,1000,3.684,down,AD1-1400,50000,7.9147,81.0001
Marv Dasht,populstat,fade,,-430,-380,50.0,1,49999,13572,3.684,down,pre-AD1,117000,29.8788,52.8067
Marv Dasht,populstat,fade,,-330,-280,50.0,2,3684,1000,3.684,down,pre-AD1,117000,29.8788,52.8067
Lucheng,chandler_modelski,fade,,-430,-380,50.0,1,49999,13572,3.684,down,pre-AD1,100000,36.3167,113.2167
Lucheng,chandler_modelski,fade,,-330,-280,50.0,2,3684,1000,3.684,down,pre-AD1,100000,36.3167,113.2167
Taluqan,populstat,fade,,500,525,25.0,2,49999,13572,3.684,down,AD1-1400,290000,36.7339,69.5394
Taluqan,populstat,fade,,550,575,25.0,1,3684,1000,3.684,down,AD1-1400,290000,36.7339,69.5394
Bandung,populstat,other,,1890,1898,7.9,1,18000,66021,3.668,up,1400-1900,8910000,-6.9175,107.6191
M'Banza Congo,populstat,fade,,1543,1551,7.9,1,49999,13710,3.647,down,1400-1900,334000,-6.2694,14.2338
Xiaguan,populstat,fade,,1865,1873,7.9,1,13710,49999,3.647,up,1400-1900,275000,25.5824,100.2256
Vârânasi,populstat,fade,,1632,1640,7.9,1,13710,49999,3.647,up,1400-1900,3860000,25.3176,82.9739
Pandegelang,populstat,fade,,1600,1608,7.9,1,49999,13710,3.647,down,1400-1900,324000,-6.3087,106.1063
Bansberia,populstat,fade,,1500,1508,7.9,1,49999,13710,3.647,down,1400-1900,93500,22.9665,88.3893
Louang Phabang,populstat,fade,,1400,1408,7.9,1,49999,13710,3.647,down,1400-1900,67000,19.8833,102.1387
Mathura,populstat,fade,,1840,1848,7.9,1,13655,49700,3.64,up,1400-1900,566000,27.4924,77.6737
Basyûn,populstat,fade,,-650,-600,50.0,1,48000,13207,3.634,down,pre-AD1,96900,30.9399,30.8176
Basyûn,populstat,fade,,-550,-500,50.0,1,3634,1000,3.634,down,pre-AD1,96900,30.9399,30.8176
Tarsus,populstat,fade,,850,875,25.0,1,48000,13207,3.634,down,AD1-1400,227000,36.9166,34.8952
Tarsus,populstat,fade,,900,925,25.0,1,3634,1000,3.634,down,AD1-1400,227000,36.9166,34.8952
Zhucheng,chandler_modelski,seam,,2000,2002,2.0,2,1040000,287109,3.622,down,1900+,1040000,36.01,119.4167
Xiangfan,populstat,fade,,1250,1275,25.0,2,46999,13023,3.609,down,AD1-1400,1140000,32.009,112.1226
Sanliurfa,populstat,fade,,1144,1169,25.0,1,46999,13023,3.609,down,AD1-1400,740000,37.1674,38.7955
Sanliurfa,populstat,fade,,1194,1219,25.0,1,3608,1000,3.609,down,AD1-1400,740000,37.1674,38.7955
Neyshâbûr,populstat,step,flat100/0,1183,1208,25.0,2,90000,24999,3.6,down,AD1-1400,240000,36.2132,58.7943
Ikkeri,chandler_modelski,fade,,1600,1608,7.9,1,48000,13340,3.598,down,1400-1900,80000,14.135,75.0226
Ma'rib,populstat,fade,,-650,-600,50.0,1,45000,12651,3.557,down,pre-AD1,91900,15.5159,45.4498
Ma'rib,populstat,fade,,-550,-500,50.0,1,3556,1000,3.557,down,pre-AD1,91900,15.5159,45.4498
Nineveh (Mosul),populstat,fade,,1250,1275,25.0,2,45000,12651,3.557,down,AD1-1400,1670000,36.3489,43.1577
Vienne,buringh,fade,,361,386,25.0,1,45000,12651,3.557,down,AD1-1400,45000,45.5256,4.8743
Vienne,buringh,fade,,411,436,25.0,1,3556,1000,3.557,down,AD1-1400,45000,45.5256,4.8743
Yichun,populstat,seam,,1994,1996,2.0,2,874999,247218,3.539,down,1900+,875000,27.8144,114.4161
Rajendranagar,populstat,fade,,1585,1593,7.9,1,45000,12776,3.522,down,1400-1900,84500,17.322,78.4023
Oakland,populstat,seam,,1999,2001,2.0,2,396505,1389999,3.506,up,1900+,1500000,37.8044,-122.2712
Vijayanagara (Hospet),populstat,other,,1350,1375,25.0,1,100000,350000,3.5,up,AD1-1400,480000,15.2689,76.3909
Omaha,populstat,other,,1870,1878,7.9,1,16199,56578,3.493,up,1400-1900,390000,41.2565,-95.9345
Bauru,populstat,seam,,2000,2002,2.0,2,976000,280120,3.484,down,1900+,976000,-22.3155,-49.0708
Kôbe,populstat,other,,1883,1891,7.9,3,39389,136999,3.478,up,1400-1900,1490000,34.6901,135.1956
Ródos,populstat,fade,,-100,-50,50.0,1,3476,1000,3.476,down,pre-AD1,55100,36.4341,28.2176
Ródos,populstat,fade,,-200,-150,50.0,1,42000,12082,3.476,down,pre-AD1,55100,36.4341,28.2176
Lhasa,populstat,fade,,1846,1854,7.9,1,12200,42000,3.443,up,1400-1900,216000,29.6526,91.1377
Heze,populstat,seam,,1999,2001,2.0,2,1277868,373000,3.426,down,1900+,1280000,35.2336,115.4811
Xiantao,populstat,seam,,1999,2001,2.0,2,1478222,431999,3.422,down,1900+,1480000,30.3625,113.4545
Jember,populstat,fade,,1300,1325,25.0,1,40000,11696,3.42,down,AD1-1400,530000,-8.1733,113.7009
Pundravardhana,chandler_modelski,fade,,622,647,25.0,1,40000,11696,3.42,down,AD1-1400,78200,25.5,81.5
Pundravardhana,chandler_modelski,fade,,672,697,25.0,1,3419,1000,3.42,down,AD1-1400,78200,25.5,81.5
Kosambi,chandler_modelski,fade,,622,647,25.0,1,40000,11696,3.42,down,AD1-1400,69000,25.339,81.3929
Kosambi,chandler_modelski,fade,,672,697,25.0,1,3419,1000,3.42,down,AD1-1400,69000,25.339,81.3929
Qala Bist,populstat,fade,,1100,1125,25.0,1,40000,11696,3.42,down,AD1-1400,58300,31.5158,64.3523
Qala Bist,populstat,fade,,1150,1175,25.0,1,3419,1000,3.42,down,AD1-1400,58300,31.5158,64.3523
Dur-Kurigalzu,chandler_modelski,fade,,-1200,-1150,50.0,1,40000,11696,3.42,down,pre-AD1,56400,33.3536,44.2024
Dur-Kurigalzu,chandler_modelski,fade,,-1100,-1050,50.0,1,3419,1000,3.42,down,pre-AD1,56400,33.3536,44.2024
Pandu,populstat,fade,,622,647,25.0,1,40000,11696,3.42,down,AD1-1400,48000,26.1606,91.6853
Pandu,populstat,fade,,672,697,25.0,1,3419,1000,3.42,down,AD1-1400,48000,26.1606,91.6853
Erlitou,chandler_modelski,fade,,-1700,-1650,50.0,1,40000,11696,3.42,down,pre-AD1,344000,34.7018,112.6971
Erlitou,chandler_modelski,fade,,-1600,-1550,50.0,1,3419,1000,3.42,down,pre-AD1,344000,34.7018,112.6971
Taranto,buringh,fade,,-430,-380,50.0,1,40000,11696,3.42,down,pre-AD1,242000,40.4622,17.2689
Taranto,buringh,fade,,-330,-280,50.0,2,3419,1000,3.42,down,pre-AD1,242000,40.4622,17.2689
Agrigento,buringh,fade,,-430,-380,50.0,1,40000,11696,3.42,down,pre-AD1,55000,37.3088,13.5858
Agrigento,buringh,fade,,-330,-280,50.0,2,3419,1000,3.42,down,pre-AD1,55000,37.3088,13.5858
Argos,buringh,fade,,-430,-380,50.0,1,40000,11696,3.42,down,pre-AD1,40000,37.6352,22.7289
Argos,buringh,fade,,-330,-280,50.0,2,3419,1000,3.42,down,pre-AD1,40000,37.6352,22.7289
Weinan,populstat,seam,,1993,1995,2.0,2,808842,236999,3.413,down,1900+,823000,34.5,109.5101
Melbourne,populstat,other,,1846,1854,7.9,2,20876,71199,3.411,up,1400-1900,3640000,-37.8136,144.9631
Teotihuacán,populstat,other,,-200,-150,50.0,1,800,2724,3.406,up,pre-AD1,103000,19.6861,-98.8716
Teotihuacán,populstat,other,,-150,-100,50.0,1,2724,9279,3.406,up,pre-AD1,103000,19.6861,-98.8716
Chiang Mai,populstat,fade,,1832,1840,7.9,1,11926,40599,3.404,up,1400-1900,630000,18.7883,98.9853
Patna,populstat,step,flat566/0,1753,1761,7.9,2,170000,49999,3.4,down,1400-1900,3310000,25.5941,85.1376
Kamtapur,chandler_modelski,fade,,1498,1506,7.9,1,40000,11808,3.387,down,1400-1900,205000,26.1583,89.3708
Nineveh (Mosul),populstat,fade,,1829,1837,7.9,1,11808,40000,3.387,up,1400-1900,1670000,36.3489,43.1577
Chittoor,populstat,fade,,1568,1576,7.9,1,40000,11808,3.387,down,1400-1900,191000,13.2172,79.1003
Thatta,populstat,fade,,1555,1563,7.9,1,40000,11808,3.387,down,1400-1900,155000,24.7475,67.9106
Sinnar,populstat,fade,,1600,1608,7.9,1,40000,11808,3.387,down,1400-1900,149000,13.5675,33.5672
Allada,populstat,fade,,1682,1690,7.9,1,40000,11808,3.387,down,1400-1900,68800,6.6645,2.1598
Chosica,populstat,fade,,1400,1408,7.9,1,40000,11808,3.387,down,1400-1900,65100,-12.0097,-76.9054
Nara,populstat,seam,,1999,2001,2.0,2,364069,1230000,3.378,up,1900+,1230000,34.6851,135.8048
Jining,populstat,other,,1982,1984,2.0,2,183000,615373,3.363,up,1900+,928000,35.4146,116.5872
Tapachula,populstat,fade,,0,25,25.5,2,35000,10449,3.35,down,AD1-1400,307000,14.9056,-92.2634
Chiang Mai,populstat,fade,,1400,1408,7.9,1,38600,11530,3.348,down,1400-1900,630000,18.7883,98.9853
Enshi,populstat,seam,,1993,1995,2.0,2,734904,220000,3.34,down,1900+,742000,30.2722,109.4882
Herât,populstat,other,,1837,1845,7.9,2,70000,21000,3.333,down,1400-1900,1260000,34.3529,62.204
Babylon (Hillah),populstat,other,,-650,-600,50.0,1,60000,200000,3.333,up,pre-AD1,1060000,32.4736,44.4252
Saydâ,populstat,fade,,-430,-380,50.0,1,35999,10902,3.302,down,pre-AD1,234000,33.5572,35.3733
Saydâ,populstat,fade,,-330,-280,50.0,2,3301,1000,3.302,down,pre-AD1,234000,33.5572,35.3733
Jiujiang,populstat,fade,,1412,1420,7.9,1,37000,11208,3.301,down,1400-1900,600000,29.6606,115.9541
Hamâh,populstat,fade,,1150,1175,25.0,1,35000,10699,3.271,down,AD1-1400,405000,35.1408,36.7553
Tapachula,populstat,fade,,50,75,25.0,2,3271,1000,3.271,down,AD1-1400,307000,14.9056,-92.2634
Sanxingdui,chandler_modelski,fade,,-1200,-1150,50.0,1,35000,10699,3.271,down,pre-AD1,243000,30.993,104.2
Sanxingdui,chandler_modelski,fade,,-1100,-1050,50.0,1,3271,1000,3.271,down,pre-AD1,243000,30.993,104.2
Tanis,chandler_modelski,fade,,-1000,-950,50.0,1,35000,10699,3.271,down,pre-AD1,138000,30.9769,31.88
Tanis,chandler_modelski,fade,,-900,-850,50.0,1,3271,1000,3.271,down,pre-AD1,138000,30.9769,31.88
Sardis (Salihli),populstat,fade,,-430,-380,50.0,1,35000,10699,3.271,down,pre-AD1,122000,38.4871,28.1381
Tyre (Sur),populstat,fade,,-430,-380,50.0,1,35000,10699,3.271,down,pre-AD1,95700,33.2673,35.2166
Gela,buringh,fade,,-430,-380,50.0,1,35000,10699,3.271,down,pre-AD1,79100,37.0738,14.2411
Crotone,populstat,fade,,-430,-380,50.0,1,35000,10699,3.271,down,pre-AD1,61400,39.0808,17.1272
Kerkyra,buringh,fade,,-430,-380,50.0,1,35000,10699,3.271,down,pre-AD1,41500,39.6243,19.9217
Sardis (Salihli),populstat,fade,,-330,-280,50.0,2,3271,1000,3.271,down,pre-AD1,122000,38.4871,28.1381
Tyre (Sur),populstat,fade,,-330,-280,50.0,2,3271,1000,3.271,down,pre-AD1,95700,33.2673,35.2166
Gela,buringh,fade,,-330,-280,50.0,2,3271,1000,3.271,down,pre-AD1,79100,37.0738,14.2411
Crotone,populstat,fade,,-330,-280,50.0,2,3271,1000,3.271,down,pre-AD1,61400,39.0808,17.1272
Kerkyra,buringh,fade,,-330,-280,50.0,2,3271,1000,3.271,down,pre-AD1,41500,39.6243,19.9217
Laiwu,populstat,seam,,1999,2001,2.0,2,1168877,358000,3.265,down,1900+,1170000,36.2032,117.6599
Daqing,populstat,seam,,1999,2001,2.0,2,1026691,315000,3.259,down,1900+,1030000,46.5876,125.1031
Calcutta,populstat,other,,1813,1821,7.9,2,584000,180000,3.244,down,1400-1900,22500000,22.5744,88.3629
Quilon,populstat,fade,,1520,1528,7.9,1,35000,10798,3.241,down,1400-1900,363000,8.8932,76.6141
Warangal,populstat,fade,,1422,1430,7.9,1,35000,10798,3.241,down,1400-1900,838000,17.9693,79.5926
Pliska (Kaspichan),populstat,fade,,800,825,25.0,1,34000,10495,3.24,down,AD1-1400,34000,43.3112,27.1576
Pliska (Kaspichan),populstat,fade,,850,875,25.0,1,3239,1000,3.24,down,AD1-1400,34000,43.3112,27.1576
Wenzhou,populstat,seam,,1993,1995,2.0,2,961871,3110000,3.233,up,1900+,4170000,27.9949,120.6994
Leiyang,chandler_modelski,seam,,2000,2002,2.0,2,1110000,345344,3.214,down,1900+,1110000,26.4,112.929
Boyang,populstat,terminal,frozen35y,1988,1990,2.0,1,357823,1150000,3.214,up,1900+,1150000,28.9928,116.6843
São Paulo,populstat,other,,1884,1892,7.9,2,40000,127303,3.183,up,1400-1900,18900000,-23.5558,-46.6396
Zhengzhou,populstat,fade,,-1360,-1310,50.0,1,32000,10079,3.175,down,pre-AD1,6390000,34.7472,113.6249
Zhengzhou,populstat,fade,,-1260,-1210,50.0,1,3174,1000,3.175,down,pre-AD1,6390000,34.7472,113.6249
Shaoxing,populstat,fade,,1077,1102,25.0,1,32000,10079,3.175,down,AD1-1400,500000,29.9958,120.5861
Shaoxing,populstat,fade,,1127,1152,25.0,1,3174,1000,3.175,down,AD1-1400,500000,29.9958,120.5861
Ur,chandler_modelski,step,flat99/0,-2000,-1950,50.0,1,100000,31622,3.162,down,pre-AD1,100000,30.9627,46.1032
Ur,chandler_modelski,other,,-1950,-1900,50.0,1,31622,10000,3.162,down,pre-AD1,100000,30.9627,46.1032
Naha,populstat,seam,,2000,2002,2.0,2,300999,950639,3.158,up,1900+,1060000,26.213,127.6785
Samarqand,populstat,other,,1196,1221,25.0,2,81925,26000,3.151,down,AD1-1400,932000,39.6508,66.9654
Veracruz,populstat,step,flat0/529,1888,1896,7.9,2,28274,88999,3.148,up,1400-1900,683000,19.1738,-96.1342
Zhanjiang,populstat,seam,,1977,1979,2.0,2,464999,147955,3.143,down,1900+,465000,21.2713,110.3589
Delhi,populstat,other,,1327,1352,25.0,3,40000,124999,3.125,up,AD1-1400,30200000,28.7041,77.1025
Potosí,populstat,step,flat321/69,1770,1778,7.9,1,82000,26312,3.116,down,1400-1900,244000,-19.5723,-65.755
Râjahmundry,populstat,fade,,1000,1025,25.0,1,30000,9654,3.107,down,AD1-1400,584000,17.0005,81.804
Râjahmundry,populstat,fade,,1050,1075,25.0,1,3107,1000,3.107,down,AD1-1400,584000,17.0005,81.804
Dunqulah,populstat,fade,,1090,1115,25.0,1,30000,9654,3.107,down,AD1-1400,81700,19.1461,30.4703
Dunqulah,populstat,fade,,1140,1165,25.0,2,3107,1000,3.107,down,AD1-1400,81700,19.1461,30.4703
Nadiya,chandler_modelski,fade,,1200,1225,25.0,1,30000,9654,3.107,down,AD1-1400,30000,23.5014,73.961
Olbia,populstat,fade,,-200,-150,50.0,1,30000,9654,3.107,down,pre-AD1,40700,40.9236,9.4964
Olbia,populstat,fade,,-100,-50,50.0,1,3107,1000,3.107,down,pre-AD1,40700,40.9236,9.4964
Shahat,populstat,fade,,-200,-150,50.0,1,30000,9654,3.107,down,pre-AD1,35000,32.8036,21.8622
Shahat,populstat,fade,,-100,-50,50.0,1,3107,1000,3.107,down,pre-AD1,35000,32.8036,21.8622
"Ashmûnein, Al-",populstat,fade,,-1300,-1250,50.0,1,30000,9654,3.107,down,pre-AD1,30000,27.7757,30.8003
"Ashmûnein, Al-",populstat,fade,,-1200,-1150,50.0,1,3107,1000,3.107,down,pre-AD1,30000,27.7757,30.8003
Mallawî,populstat,fade,,-1360,-1310,50.0,1,30000,9654,3.107,down,pre-AD1,401000,27.7359,30.8448
Mallawî,populstat,fade,,-1260,-1210,50.0,1,3107,1000,3.107,down,pre-AD1,401000,27.7359,30.8448
Dhâr,populstat,fade,,1251,1276,25.0,1,30000,9654,3.107,down,AD1-1400,121000,22.5981,75.304
Balkh,populstat,fade,,968,993,25.0,1,30000,9654,3.107,down,AD1-1400,75000,36.7551,66.8975
Balkh,populstat,fade,,1018,1043,25.0,1,3107,1000,3.107,down,AD1-1400,75000,36.7551,66.8975
Santa Cruz Xoxocotlán,populstat,fade,,800,825,25.0,1,30000,9654,3.107,down,AD1-1400,52800,17.0194,-96.7494
Santa Cruz Xoxocotlán,populstat,fade,,850,875,25.0,1,3107,1000,3.107,down,AD1-1400,52800,17.0194,-96.7494
Knossos,populstat,fade,,-1360,-1310,50.0,1,30000,9654,3.107,down,pre-AD1,50000,35.3373,25.16
Knossos,populstat,fade,,-1260,-1210,50.0,1,3107,1000,3.107,down,pre-AD1,50000,35.3373,25.16
Mussayab,populstat,fade,,-2200,-2150,50.0,1,30000,9654,3.107,down,pre-AD1,30000,32.7649,44.2811
Mussayab,populstat,fade,,-2100,-2050,50.0,1,3107,1000,3.107,down,pre-AD1,30000,32.7649,44.2811
Sudak,chandler_modelski,fade,,1300,1325,25.0,1,30000,9654,3.107,down,AD1-1400,30000,44.8492,34.9747
Larnaca,buringh,fade,,-1400,-1350,50.0,2,30000,9654,3.107,down,pre-AD1,78500,34.9182,33.6201
Larnaca,buringh,fade,,-1300,-1250,50.0,1,3107,1000,3.107,down,pre-AD1,78500,34.9182,33.6201
Amaliada,populstat,fade,,-430,-380,50.0,1,30000,9654,3.107,down,pre-AD1,31500,37.7962,21.3522
Amaliada,populstat,fade,,-330,-280,50.0,2,3107,1000,3.107,down,pre-AD1,31500,37.7962,21.3522
Liaocheng,populstat,seam,,1993,1995,2.0,2,876194,283000,3.096,down,1900+,896000,36.457,115.9855
Guangzhou,populstat,seam,,2000,2002,2.0,2,6576235,20299999,3.087,up,1900+,27600000,23.1291,113.2644
Tilimsen,populstat,fade,,1520,1528,7.9,1,30000,9740,3.08,down,1400-1900,302000,34.8829,-1.3167
Phnom Penh,populstat,fade,,1836,1844,7.9,1,9740,30000,3.08,up,1400-1900,2260000,11.5564,104.9282
Ceuta,populstat,fade,,1415,1423,7.9,1,30000,9740,3.08,down,1400-1900,84400,35.8894,-5.3213
Sololá,populstat,fade,,1400,1408,7.9,1,30000,9740,3.08,down,1400-1900,69700,14.7666,-91.1785
Thanjâvûr,populstat,fade,,1823,1831,7.9,1,9740,30000,3.08,up,1400-1900,444000,10.7877,79.1384
Hamâh,populstat,fade,,1801,1809,7.9,2,9740,30000,3.08,up,1400-1900,405000,35.1408,36.7553
Tarsus,populstat,fade,,1800,1808,7.9,1,9740,30000,3.08,up,1400-1900,227000,36.9166,34.8952
Mandvi,chandler_modelski,fade,,1800,1808,7.9,2,30000,9740,3.08,down,1400-1900,61500,22.8328,69.3524
Bonga,populstat,fade,,1800,1808,7.9,2,30000,9740,3.08,down,1400-1900,30000,7.2672,36.2468
Mariana,populstat,step,flat314/220,1800,1808,7.9,3,20000,6500,3.077,down,1400-1900,46700,-20.3739,-43.4163
T'aipei,populstat,seam,,2001,2003,2.0,2,2630000,8091398,3.077,up,1900+,9230000,25.033,121.5654
Ruse,buringh,step,flat0/825,1650,1658,7.9,1,7000,21512,3.073,up,1400-1900,193000,43.8356,25.9657
Guangyuan,populstat,seam,,1993,1995,2.0,2,833551,272000,3.065,down,1900+,837000,32.4355,105.8436
Liaoyang,populstat,fade,,1330,1355,25.0,1,24999,8176,3.058,down,AD1-1400,669000,41.2681,123.2374
Los Angeles,populstat,seam,,1999,2001,2.0,2,3666904,11200000,3.054,up,1900+,12700000,34.0549,-118.2426
Kaduna,populstat,seam,,1995,1997,2.0,2,334000,1019082,3.051,up,1900+,1890000,10.5036,7.4337
Leshan,populstat,seam,,1979,1981,2.0,2,563000,186418,3.02,down,1900+,617000,29.5522,103.7654
Changshou,populstat,terminal,frozen35y,1988,1990,2.0,1,276022,828999,3.003,up,1900+,829000,31.6538,120.7522
Srînagar,populstat,step,flat598/0,1825,1833,7.9,2,120000,40000,3.0,down,1400-1900,1130000,34.0837,74.7973
Tûlkarm,populstat,fade,,-800,-750,50.0,1,26999,9000,3.0,down,pre-AD1,92000,32.3075,35.1049
Tûlkarm,populstat,fade,,-700,-650,50.0,2,2999,1000,3.0,down,pre-AD1,92000,32.3075,35.1049
Mumbaî,populstat,step,flat0/226,1661,1669,7.9,1,10000,29863,2.986,up,1400-1900,20200000,18.9582,72.8321
Udaipur,populstat,step,flat491/0,1810,1818,7.9,1,53999,18154,2.974,down,1400-1900,808000,24.5854,73.7125
Luoyang,populstat,fade,,1805,1813,7.9,2,9077,26999,2.974,up,1400-1900,1850000,34.6181,112.454
Lucca,buringh,step,flat18/125,1858,1866,7.9,2,22500,66767,2.967,up,1400-1900,91400,43.843,10.5157
Asyut,populstat,fade,,1200,1225,25.0,1,26000,8776,2.962,down,AD1-1400,1410000,27.1783,31.1859
Surakarta,populstat,seam,,2002,2004,2.0,2,533999,1579999,2.959,up,1900+,1580000,-7.5755,110.8243
Ha nôi,populstat,step,flat157/0,1883,1891,7.9,2,150000,51000,2.941,down,1400-1900,5070000,21.0278,105.8342
Zagreb (town),buringh,other,,1853,1861,7.9,2,14000,41005,2.929,up,1400-1900,771000,45.815,15.9819
Këneurgench,populstat,fade,,1200,1225,25.0,1,24999,8549,2.924,down,AD1-1400,63400,42.3242,59.1819
Narasapur,populstat,fade,,1200,1225,25.0,1,24999,8549,2.924,down,AD1-1400,56400,15.4504,75.6607
Denpasar,populstat,seam,,2002,2004,2.0,2,491000,1433594,2.92,up,1900+,2350000,-8.6705,115.2126
Makkah,populstat,step,flat377/0,1799,1807,7.9,2,49499,17000,2.912,down,1400-1900,1690000,21.4241,39.8173
Minneapolis,populstat,other,,1870,1878,7.9,1,24700,71777,2.906,up,1400-1900,1110000,44.9778,-93.265
Luanda,populstat,seam,,2000,2002,2.0,2,2692804,927000,2.905,down,1900+,11400000,-8.8147,13.2302
Kagoshima,populstat,step,flat277/0,1865,1873,7.9,2,72311,24900,2.904,down,1400-1900,570000,31.5969,130.5571
